firm;hrid;hrsection;city;year
DK 2. Vermögensverwaltungs GmbH & Co. KG;HRA 5394;HRA;Aachen;2002
Linden Schwinges Thissen Immobilien GmbH & Co. KG;HRA 5860;HRA;Aachen;2002
Erben Linden Immobilien GmbH & Co. KG;HRA 5861;HRA;Aachen;2002
Erben Linden Verwaltungs-GmbH;HRB 11 682;HRB;Aachen;2002
Toy Future Concepts GmbH;HRB 8814;HRB;Aachen;2002
ILS Industrie Logistik Service GmbH;HRB 8826;HRB;Aachen;2002
Oliver Schuh Unternehmensberatung GmbH Aachen;HRB 8851;HRB;Aachen;2002
c-n-d Verwaltung GmbH Aachen;HRB 8863;HRB;Aachen;2002
IMPETUS Plastics Engineering GmbH;HRB 8895;HRB;Aachen;2002
AMVers Beteiligungs-GmbH;HRB 8905;HRB;Aachen;2002
Partyservice Gehlen GmbH;HRB 8914;HRB;Aachen;2002
Kermer GmbH;HRB 1450;HRB;Aalen;2002
Eva Kermer GmbH;HRB 1451;HRB;Aalen;2002
Peter Brenner GmbH;HRB 534;HRB;Aalen;2002
Pentz GmbH & Co.KG;HRA 1026;HRA;Aalen (Württ.);2002
Pentz Verwaltungs GmbH;HRB 1428;HRB;Aalen (Württ.);2002
Ledertech GmbH;HRB 316;HRB;Aalen (Württ.);2002
Holtmeyer GmbH & Co. KG;HRA 2104;HRA;Achim;2002
Eupro GmbH & Co. KG;HRA 2131;HRA;Achim;2002
Bremer Fliesendiscount GmbH & Co. Kommanditgesellschaft;HRA 2145;HRA;Achim;2002
MEDI-FIT-MAGNET GmbH;HRB 6146;HRB;Achim;2002
Eupro Beteiligungs-GmbH;HRB 6176;HRB;Achim;2002
Holtmeyer Beteiligungs-GmbH;HRB 6231;HRB;Achim;2002
Schumacher & Wellbrock Beteiligungs-GmbH;HRB 6243;HRB;Achim;2002
Fragaria Beteiligungs-GmbH;HRB 6311;HRB;Achim;2002
Best Line Gesellschaft mit beschränkter Haftung;HRB 2323;HRB;Ahaus;2002
RCU-VV Dreizehnte Vermögensverwaltung GmbH;HRB 2350;HRB;Ahaus;2002
Kelli Service OHG Keller & Liebig;HRA 1974;HRA;Ahlen;2002
PastBuy.net Auktionshaus für Historica GmbH & Co. KG;HRA 3297;HRA;Ahrensburg;2002
PastBuy.net Beteiligungs GmbH;HRB 4530;HRB;Ahrensburg;2002
Motor Cycle Service & Rental GmbH;HRB 4583;HRB;Ahrensburg;2002
H. Ehnert Global Freight Logistics GmbH;HRB 4618;HRB;Ahrensburg;2002
NV Holding GmbH;HRB 1301;HRB;Albstadt;2002
Michel Bau GmbH;HRB 5392;HRB;Alsfeld;2002
Verpackungsservice Becker GmbH;HRB 5398;HRB;Alsfeld;2002
Metzgerei Fernau GmbH;HRB 5409;HRB;Alsfeld;2002
ITG Drahtservice GmbH;HRB 995;HRB;Altena;2002
BK Bau und Immobilien GmbH;HRB 2921;HRB;Alzey;2002
Hartl Gastro GmbH & Co KG;HRA 2224;HRA;Amberg;2002
Taubmann Holzbau GmbH & Co. KG;HRA 2271;HRA;Amberg;2002
Hartl Rail House GmbH;HRB 3130;HRB;Amberg;2002
Reifen-Köppl GmbH;HRB 3152;HRB;Amberg;2002
Karlheinz Taubmann Verwaltungs GmbH;HRB 3226;HRB;Amberg;2002
Wirtschafts- u. Verbandsbetreuung GmbH;HRB 3271;HRB;Amberg;2002
Jonas Grundbesitz Hangelar GmbH & Co. KG;HRA 3162;HRA;Andernach;2002
whipper collection GmbH;HRB 4939;HRB;Andernach;2002
Print Connect GmbH;HRB 4969;HRB;Andernach;2002
Jonas Grundbesitz Verwaltungs-GmbH;HRB 5083;HRB;Andernach;2002
JSB IT-Beratung GmbH;HRB 5097;HRB;Andernach;2002
H-E-I-B OHG;HRA 2842;HRA;Ansbach;2002
Elektrotechnik Schell GmbH & Co. KG;HRA 2862;HRA;Ansbach;2002
Reinhard Graf Verpachtungs GmbH & Co. KG;HRA 2874;HRA;Ansbach;2002
Elektrotechnik Schell Verwaltungs GmbH;HRB 3506;HRB;Ansbach;2002
Reinhard Graf Verwaltungs GmbH;HRB 3537;HRB;Ansbach;2002
Josef Keßler GmbH & Co. KG Landmaschinen;HRA 2888;HRA;Arnsberg;2002
Fielmann AG & Co.oHG;HRA 3399;HRA;Arnsberg;2002
Dirk Davids Leuchten GmbH;HRB 2011;HRB;Arnsberg;2002
Wolfgang Schulte Besitz-Verwaltungs-GmbH;HRB 2039;HRB;Arnsberg;2002
König Geschäftsführungs- und Verwaltungsgesellschaft mbH;HRB 2044;HRB;Arnsberg;2002
F P Automation GmbH;HRB 3068;HRB;Arnsberg;2002
Fecher GmbH & Co. KG;HRA 3852;HRA;Aschaffenburg;2002
Werkzeug-Weber GmbH & Co. KG;HRA 3856;HRA;Aschaffenburg;2002
Lidl Vertriebs-GmbH & Co. KG;HRA 3879;HRA;Aschaffenburg;2002
Werkzeug-Weber Geschäftsführungs GmbH;HRB 8252;HRB;Aschaffenburg;2002
STS GmbH;HRB 8273;HRB;Aschaffenburg;2002
DeWAL EUROPE GmbH;HRB 8317;HRB;Aschaffenburg;2002
Betty M. Shoes GmbH;HRB 8365;HRB;Aschaffenburg;2002
MP-Gewerbeobjekte GmbH;HRB 8446;HRB;Aschaffenburg;2002
POLYTEC GmbH;HRB 8448;HRB;Aschaffenburg;2002
Peha-Network GmbH;HRB 8454;HRB;Aschaffenburg;2002
Jetty Paketdienst GmbH;HRB 8465;HRB;Aschaffenburg;2002
Applied Therapeutics GmbH;HRB 8509;HRB;Aschaffenburg;2002
Marc Picard Franchise GmbH;HRB 8541;HRB;Aschaffenburg;2002
TBG Trainer GmbH & Co. Weiterbildungs KG;HRA 14 072;HRA;Augsburg;2002
Fuchs GmbH & Co. KG;HRA 14 279;HRA;Augsburg;2002
Balletshofer GmbH & Co KG;HRA 14 366;HRA;Augsburg;2002
Starsolution GmbH;HRB 18 811;HRB;Augsburg;2002
TBG Trainer Beteiligungsgesellschaft mbH;HRB 18 814;HRB;Augsburg;2002
ABS Allgemeiner Bauhandwerker Service GmbH;HRB 18 824;HRB;Augsburg;2002
Malerbetrieb Hornung Brandl & Wolfert GmbH;HRB 18 838;HRB;Augsburg;2002
Erich Rada GmbH;HRB 18 847;HRB;Augsburg;2002
B.R. Schaller Brau GmbH;HRB 18 943;HRB;Augsburg;2002
bautechn. Büro Wiedemann GmbH;HRB 18 968;HRB;Augsburg;2002
Käserei Denklingen GmbH;HRB 19 001;HRB;Augsburg;2002
Gross Hotelbetriebs-GmbH;HRB 19 025;HRB;Augsburg;2002
Hörmann Verwaltungs-GmbH;HRB 19 031;HRB;Augsburg;2002
Erich Weit & Otto Wolff GmbH;HRB 19 060;HRB;Augsburg;2002
WR Immobilienverwaltung und -Consulting GmbH;HRB 19 069;HRB;Augsburg;2002
SKATEJET GmbH;HRB 19 084;HRB;Augsburg;2002
Werner Josef Hampp GmbH;HRB 19 171;HRB;Augsburg;2002
Simons Industrievertrieb GmbH;HRB 19 232;HRB;Augsburg;2002
D. I. F. C. GmbH;HRB 19 238;HRB;Augsburg;2002
MS Verwaltungs GmbH;HRB 19 241;HRB;Augsburg;2002
RS elektronik GmbH;HRB 19 292;HRB;Augsburg;2002
webkomp GmbH;HRB 19 354;HRB;Augsburg;2002
TCF Verwaltungs GmbH;HRB 19 384;HRB;Augsburg;2002
yanistra GmbH;HRB 19 394;HRB;Augsburg;2002
GBS Gesellschaft für Brand-Sanierung mbH;HRB 19 396;HRB;Augsburg;2002
Balletshofer Verwaltungs-GmbH;HRB 19 491;HRB;Augsburg;2002
Fürst Fugger-Babenhausen Vermögensgesellschaft mbH;HRB 19 501;HRB;Augsburg;2002
WCS Geschäftsführungs-GmbH;HRB 19 543;HRB;Augsburg;2002
GM Elektronik Service GmbH;HRB 19 581;HRB;Augsburg;2002
Spitzer Immobilienverwaltungs-GmbH;HRB 19 585;HRB;Augsburg;2002
Hagebaumarkt Hage GmbH & Co. KG;HRA 2447;HRA;Aurich;2002
Kaiser-Treppen GmbH;HRB 1767;HRB;Aurich;2002
Schäfer Grundstücksverwaltungs-GmbH & Co. KG;HRA 984;HRA;Backnang;2002
MS Blitzschutz GmbH;HRB 1705;HRB;Backnang;2002
Ralf C. Häckel Textilimport GmbH;HRB 1742;HRB;Backnang;2002
KLI-RO Holzpellet Vertriebsgesellschaft mbH;HRB 1438;HRB;Bad Arolsen;2002
Müsse Verwaltungs GmbH;HRB 0515;HRB;Bad Berleburg;2002
IGH Institut für ganzheitliche Haartherapie GmbH;HRB 913;HRB;Bad Hersfeld;2002
Münnich-Reinhardt Fromage GmbH & Co. KG;HRA 3652;HRA;Bad Homburg v.d.H.;2002
C & W Projektentwicklungsgesellschaft mbH & Co. Objekt Bad Homburg Siemensstr. KG;HRA 3683;HRA;Bad Homburg v.d.H.;2002
Hessenring 107 GmbH & Co. KG;HRA 3687;HRA;Bad Homburg v.d.H.;2002
Ophios GmbH;HRB 7449;HRB;Bad Homburg v.d.H.;2002
Axio Pharma GmbH;HRB 7637;HRB;Bad Homburg v.d.H.;2002
Hessenring 107 Beteiligungs GmbH;HRB 7642;HRB;Bad Homburg v.d.H.;2002
Tae Ha Handels GmbH;HRB 7714;HRB;Bad Homburg v.d.H.;2002
Phoenix GmbH & Co. KG;HRA 3176;HRA;Bad Kreuznach;2002
RS Transporte GmbH & Co. KG;HRA 3192;HRA;Bad Kreuznach;2002
BK Family Restaurant GmbH & Co. KG;HRA 3203;HRA;Bad Kreuznach;2002
Sotin Chemische und technische Produkte GmbH & Co. KG;HRA 3216;HRA;Bad Kreuznach;2002
Phoenix Verwaltungs-GmbH;HRB 4387;HRB;Bad Kreuznach;2002
RS Schmidt Management GmbH;HRB 4428;HRB;Bad Kreuznach;2002
Serviceforum GmbH;HRB 4429;HRB;Bad Kreuznach;2002
Schroeder Verwaltungsgesellschaft mbH;HRB 4432;HRB;Bad Kreuznach;2002
BK Family Restaurant Verwaltungsgesellschaft mbH;HRB 4454;HRB;Bad Kreuznach;2002
Thelen Medienservice GmbH;HRB 4465;HRB;Bad Kreuznach;2002
AB-Profil GmbH & Co. KG;HRA 2473;HRA;Bad Oeynhausen;2002
High Tech Company GmbH & Co. KG;HRA 2475;HRA;Bad Oeynhausen;2002
Bölstorf und Niemann GmbH & Co. KG;HRA 2477;HRA;Bad Oeynhausen;2002
Balda Medical GmbH & Co. KG;HRA 2498;HRA;Bad Oeynhausen;2002
Bölstorf und Niemann Verwaltungs-GmbH;HRB 3391;HRB;Bad Oeynhausen;2002
High Tech Company Verwaltungs-GmbH;HRB 3393;HRB;Bad Oeynhausen;2002
Truck and Trailors W. GmbH;HRB 3441;HRB;Bad Oeynhausen;2002
Balda Medical Verwaltungsgesellschaft mbH;HRB 3460;HRB;Bad Oeynhausen;2002
Bio Energy GmbH;HRB 3477;HRB;Bad Oeynhausen;2002
S-Erschließungsgesellschaft Stormarn mbH & Co. KG;HRA 1514;HRA;Bad Oldesloe;2002
Schweinemast Rüdiger Herbst KG;HRA 1522;HRA;Bad Oldesloe;2002
P.P.P. printproductionpuls GmbH;HRB 1997;HRB;Bad Oldesloe;2002
PRIMAS Beteiligungs-GmbH;HRB 16 747;HRB;Bad Schwalbach;2002
TICO-Grundstücksverwaltungsgesellschaft mbH;HRB 16 803;HRB;Bad Schwalbach;2002
EckTon GmbH;HRB 16 807;HRB;Bad Schwalbach;2002
Logistik-Zentrum Berlin-Tempelhof GmbH & Co. KG;HRA 1587;HRA;Bad Schwartau;2002
Ingenieurbüro Buß-Hempel-Günter GmbH;HRB 1749;HRB;Bad Schwartau;2002
Neon Weiß GmbH & Co. KG;HRA 968;HRA;Bad Segeberg;2002
J. Weber GmbH & Co. KG;HRA 970;HRA;Bad Segeberg;2002
Gut Luisen-Hof am See GmbH;HRB 1357;HRB;Bad Segeberg;2002
Fellmoser GmbH & Co. KG;HRA 1126;HRA;Baden-Baden;2002
Hotel Sonne Eintracht KG;HRA 530;HRA;Baden-Baden;2002
fischer stainless steel GmbH & Co. KG;HRA 538;HRA;Baden-Baden;2002
Scheibel Mühle OHG;HRA 540;HRA;Baden-Baden;2002
Kieswerk Leiberstung Verwaltungs-GmbH;HRB 1276;HRB;Baden-Baden;2002
MS Verwaltungsgesellschaft mit beschränkter Haftung;HRB 1304;HRB;Baden-Baden;2002
IKG-Speditions GmbH;HRB 2208;HRB;Baden-Baden;2002
ESEG GmbH Elektro Sicherheits-Energie-Gebäudetechnik;HRB 2217;HRB;Baden-Baden;2002
FIN+KA International GmbH;HRB 2235;HRB;Baden-Baden;2002
Elstnertainment GmbH;HRB 2259;HRB;Baden-Baden;2002
fischer stainless Steel-Beteiligungs-GmbH;HRB 846;HRB;Baden-Baden;2002
BI Financial Service GmbH;HRB 1217;HRB;Balingen;2002
Lidl Vertriebs-GmbH & Co. KG;HRA 10 175;HRA;Bamberg;2002
Lechner Transport GmbH;HRB 4578;HRB;Bamberg;2002
V004 Beteiligungs-GmbH;HRB 4591;HRB;Bamberg;2002
Lindner Zimmerei-Dachdeckerei GmbH & Co. KG;HRA 3211;HRA;Bayreuth;2002
Lindner Verwaltungs-GmbH;HRB 3590;HRB;Bayreuth;2002
rent a man personalleasing gmbH;HRB 3598;HRB;Bayreuth;2002
VSO Verteil Service Oberfranken GmbH;HRB 3614;HRB;Bayreuth;2002
gbs Gesellschaft für Beratung und Schulung öffentlicher Apotheken mbH;HRB 3623;HRB;Bayreuth;2002
SF Industrieservice GmbH;HRB 3671;HRB;Bayreuth;2002
Hartschaumverarbeitung Gebhardt GmbH;HRB 2483;HRB;Beckum;2002
BBL Beckumer Baustoff Logistik Handel u. Transport GmbH Beckum;HRB 2513;HRB;Beckum;2002
Bossmeyer GmbH;HRB 2524;HRB;Beckum;2002
teenboys entertainment KG;HRA 23 323;HRA;Bensheim;2002
SCHÜDER SCHALL GMBH & CO. KG;HRA 23 351;HRA;Bensheim;2002
RKS Rohr-und Kanalservice GmbH;HRB 25 434;HRB;Bensheim;2002
Teppich-Centrum Artex GmbH;HRB 25 456;HRB;Bensheim;2002
Dechent + Fischer Dentaltechnik GmbH;HRB 25 486;HRB;Bensheim;2002
Humance AG;HRB 25 491;HRB;Bensheim;2002
Schuster Service GmbH;HRB 25 523;HRB;Bensheim;2002
SCHÜDER MANAGEMENT-GMBH;HRB 25 524;HRB;Bensheim;2002
"immobilien ""monca"" company GmbH";HRB 3748;HRB;Bergheim;2002
Karosseriefachbetrieb Sciara & Werner GmbH Bedburg;HRB 3758;HRB;Bergheim;2002
mas private equity Beteiligungsfonds GmbH & Co.KG;HRA 2813;HRA;Bergisch Gladbach;2002
BUFFALO Gastronomie Betriebsgesellschaft mbH;HRB 3767;HRB;Bergisch Gladbach;2002
ALUCOLOR NEUN Unternehmensverwaltungs GmbH;HRB 5618;HRB;Bergisch Gladbach;2002
Sascha Schmitz Anlagentechnik GmbH;HRB 5721;HRB;Bergisch Gladbach;2002
Meurer Massivhaus GmbH;HRB 5771;HRB;Bergisch Gladbach;2002
StadtFuxx oHG;HRA 32882;HRA;Berlin (Charlottenburg);2002
Christiane Pust KG;HRA 32916;HRA;Berlin (Charlottenburg);2002
WIECZOREK GmbH & Co. Baustoffhandels KG;HRA 32959;HRA;Berlin (Charlottenburg);2002
Geißel Abdichtungstechnik GmbH & Co. KG;HRA 33075;HRA;Berlin (Charlottenburg);2002
HEGO System Gastronomie GmbH & Co. Restaurant KG;HRA 33189;HRA;Berlin (Charlottenburg);2002
HABERENT Friedrichstadt GmbH & Co KG;HRA 33201;HRA;Berlin (Charlottenburg);2002
Spahic Trockenbau GmbH & Co. KG;HRA 33219;HRA;Berlin (Charlottenburg);2002
MATINO Medical Devices GmbH & Co. KG;HRA 33346;HRA;Berlin (Charlottenburg);2002
TuT Treuhand und Trading GmbH & Co. Kommanditgesellschaft;HRA 33451;HRA;Berlin (Charlottenburg);2002
Brufimatik GmbH & Co. KG;HRA 33507;HRA;Berlin (Charlottenburg);2002
KNAPA Sechsundneunzigste Vermögensverwaltungs und -beteiligungs GmbH & Co. Development KG;HRA 33545;HRA;Berlin (Charlottenburg);2002
KNAPA Sechsundneunzigste Vermögensverwaltungs und -beteiligungs GmbH & Co. Besitz KG;HRA 33546;HRA;Berlin (Charlottenburg);2002
Naches Immobilien GmbH & Co. KG;HRA 33636;HRA;Berlin (Charlottenburg);2002
Autoservice Gillwald GmbH & Co. KG;HRA 33667;HRA;Berlin (Charlottenburg);2002
Kraftwerk Siebenlehn E.V.V.A.G. Vermögensverwaltungs-Beteiligungsgesellschaft mbH & Co. KG;HRA 33710;HRA;Berlin (Charlottenburg);2002
Aatma Lasermaterialbearbeitung GmbH & Co. KG;HRA 33717;HRA;Berlin (Charlottenburg);2002
Lernwerk Bekker & Horn GmbH;HRB 83051;HRB;Berlin (Charlottenburg);2002
Eichler Yachtexpress GmbH;HRB 83075;HRB;Berlin (Charlottenburg);2002
Sankra Krankentransport GmbH;HRB 83128;HRB;Berlin (Charlottenburg);2002
HVR Revision GmbH Wirtschaftsprüfungsgesellschaft;HRB 83233;HRB;Berlin (Charlottenburg);2002
Cislogic GmbH;HRB 83254;HRB;Berlin (Charlottenburg);2002
ARAX Zugangslösungen GmbH;HRB 83255;HRB;Berlin (Charlottenburg);2002
BeagleSoft Gesellschaft mit beschränkter Haftung;HRB 83356;HRB;Berlin (Charlottenburg);2002
Damm & Lindlar GmbH Büro für Corporate Design;HRB 83357;HRB;Berlin (Charlottenburg);2002
Artist & Repertoire Filmproductions GmbH;HRB 83379;HRB;Berlin (Charlottenburg);2002
Berolinum Projekt GmbH;HRB 83556;HRB;Berlin (Charlottenburg);2002
Raven-Vermögensverwaltungs- und Beratungs GmbH;HRB 83689;HRB;Berlin (Charlottenburg);2002
relevantive Aktiengesellschaft;HRB 83695;HRB;Berlin (Charlottenburg);2002
Maximus Sportstudiobetriebsgesellschaft mbH;HRB 83740;HRB;Berlin (Charlottenburg);2002
ACORN - PD -GmbH Gesellschaft für Personaldienstleistungen;HRB 83747;HRB;Berlin (Charlottenburg);2002
Seibert-Steinmetz-Steintechnik GmbH;HRB 83775;HRB;Berlin (Charlottenburg);2002
TASHIMA Hoch-und Tiefbau GmbH;HRB 83816;HRB;Berlin (Charlottenburg);2002
job-placement GmbH;HRB 83884;HRB;Berlin (Charlottenburg);2002
JOHNSON GmbH;HRB 84065;HRB;Berlin (Charlottenburg);2002
The Event Department Berlin GmbH;HRB 84085;HRB;Berlin (Charlottenburg);2002
LEVIATHAN Film GmbH;HRB 84119;HRB;Berlin (Charlottenburg);2002
Baltrum Zweihundertfünfundfünfzigste Vermögensverwaltungs GmbH;HRB 84151;HRB;Berlin (Charlottenburg);2002
RODÜ GmbH;HRB 84155;HRB;Berlin (Charlottenburg);2002
HUBNI Verwaltungsgesellschaft mbH;HRB 84197;HRB;Berlin (Charlottenburg);2002
Bizone-Infocar GmbH;HRB 84282;HRB;Berlin (Charlottenburg);2002
AHZ Ambulantes Herzzentrum Lichtenberg GmbH;HRB 84358;HRB;Berlin (Charlottenburg);2002
BRUKO PROJEKT GmbH;HRB 84575;HRB;Berlin (Charlottenburg);2002
Fortuna Immobilien GmbH;HRB 84606;HRB;Berlin (Charlottenburg);2002
Optimists Consulting GmbH;HRB 84638;HRB;Berlin (Charlottenburg);2002
Hertha BSC Kommanditgesellschaft mit beschränkter Haftung auf Aktien;HRB 84666;HRB;Berlin (Charlottenburg);2002
WS MEDIA Webspace GmbH;HRB 84668;HRB;Berlin (Charlottenburg);2002
Crossworks Projects Gesellschaft für technische Eventberatung Planung und Durchführung mbH;HRB 84765;HRB;Berlin (Charlottenburg);2002
Ralf Saher Holzwerkstätten GmbH;HRB 84768;HRB;Berlin (Charlottenburg);2002
Mercant Versicherungsmakler GmbH;HRB 84798;HRB;Berlin (Charlottenburg);2002
GASTRO SELL Gastronomiebedarf und Getränke Handels GmbH;HRB 84826;HRB;Berlin (Charlottenburg);2002
Giesler & Böttge print consult & services GmbH;HRB 84833;HRB;Berlin (Charlottenburg);2002
TREND Verwaltungsgesellschaft mbH;HRB 84863;HRB;Berlin (Charlottenburg);2002
R & R Beteiligungsgesellschaft mbH;HRB 84873;HRB;Berlin (Charlottenburg);2002
KNAPA Siebenundneunzigste Vermögensverwaltungs und -beteiligungs GmbH;HRB 84910;HRB;Berlin (Charlottenburg);2002
E.V.V.A.G. Vermögensverwaltungs- Beteiligungsgesellschaft mbH;HRB 84928;HRB;Berlin (Charlottenburg);2002
Presto einhundertzweiundsechzigste Vermögensverwaltung GmbH;HRB 84942;HRB;Berlin (Charlottenburg);2002
KNAPA Sechsundneunzigste Vermögensverwaltungs und -beteiligungs GmbH;HRB 84975;HRB;Berlin (Charlottenburg);2002
Nightfloat Fishing Equipment GmbH;HRB 85145;HRB;Berlin (Charlottenburg);2002
Traffics Softwaresysteme für den Tourismus GmbH;HRB 85165;HRB;Berlin (Charlottenburg);2002
bao - Büro für Arbeits- und Organisationspsychologie GmbH;HRB 85264;HRB;Berlin (Charlottenburg);2002
Helgoland 292. VV GmbH;HRB 85266;HRB;Berlin (Charlottenburg);2002
Guthmann & Roth Aktiengesellschaft;HRB 85288;HRB;Berlin (Charlottenburg);2002
Schmidt Innovative Technik GmbH;HRB 85324;HRB;Berlin (Charlottenburg);2002
ALTIN Photonics Aktiengesellschaft;HRB 85355;HRB;Berlin (Charlottenburg);2002
Premium Tipp Berlin GmbH;HRB 85517;HRB;Berlin (Charlottenburg);2002
Rigeroso Vermögensverwaltung GmbH;HRB 85566;HRB;Berlin (Charlottenburg);2002
Vobeco Wärme & Wasser Abrechnungsgesellschaft mbH;HRB 85594;HRB;Berlin (Charlottenburg);2002
Kellner & Co. Personalservice GmbH;HRB 85610;HRB;Berlin (Charlottenburg);2002
Dachland GmbH;HRB 85647;HRB;Berlin (Charlottenburg);2002
Your First-IT-Mediaplan GmbH;HRB 85728;HRB;Berlin (Charlottenburg);2002
ILEU Dreizehnte Vermögensverwaltung GmbH;HRB 85803;HRB;Berlin (Charlottenburg);2002
FINMEK S.p.A. Niederlassung Berlin;HRB 85899;HRB;Berlin (Charlottenburg);2002
MG Container-und Bauservice Verwaltungs GmbH;HRB 85909;HRB;Berlin (Charlottenburg);2002
Jörg O. Richter & Töchter Automobile GmbH;HRB 85918;HRB;Berlin (Charlottenburg);2002
American Cars GmbH;HRB 85939;HRB;Berlin (Charlottenburg);2002
BDD Berolina Drug Development GmbH;HRB 85972;HRB;Berlin (Charlottenburg);2002
Sunglobale-Media GmbH;HRB 86058;HRB;Berlin (Charlottenburg);2002
Pegasus Grundstücksverwaltungs GmbH;HRB 86134;HRB;Berlin (Charlottenburg);2002
Bellevue Immobilien GmbH;HRB 86157;HRB;Berlin (Charlottenburg);2002
TEKDöner Produktion GmbH;HRB 86245;HRB;Berlin (Charlottenburg);2002
isylogic Berlin GmbH;HRB 86292;HRB;Berlin (Charlottenburg);2002
SPC Beteiligungsgesellschaft mbH;HRB 86321;HRB;Berlin (Charlottenburg);2002
Garni-Hotel An der Weide GmbH;HRB 86358;HRB;Berlin (Charlottenburg);2002
Fehmarn 364. VV GmbH;HRB 86364;HRB;Berlin (Charlottenburg);2002
SIZ GmbH;HRB 86395;HRB;Berlin (Charlottenburg);2002
KONZEPTA Siebenundzwanzigste-Beteiligungs-GmbH;HRB 86434;HRB;Berlin (Charlottenburg);2002
4 plus Eventservice Berlin GmbH;HRB 86490;HRB;Berlin (Charlottenburg);2002
Protektor Beteiligungsgesellschaft mbH;HRB 86501;HRB;Berlin (Charlottenburg);2002
Naches Geschäftsführungs-GmbH;HRB 86550;HRB;Berlin (Charlottenburg);2002
Sentegra GmbH;HRB 86596;HRB;Berlin (Charlottenburg);2002
Illico Gesellschaft mbH;HRB 86628;HRB;Berlin (Charlottenburg);2002
TICON Bauprojektentwicklungs- und Vertriebsgesellschaft mbH;HRB 86692;HRB;Berlin (Charlottenburg);2002
Grimm Vermögensverwaltungsgesellschaft mbH;HRB 86740;HRB;Berlin (Charlottenburg);2002
Autoservice Gillwald Geschäftsführungs - GmbH;HRB 86757;HRB;Berlin (Charlottenburg);2002
WIMEG Spezialtiefbau GmbH;HRB 86827;HRB;Berlin (Charlottenburg);2002
Malama Stavrinakis Immobilien und Projektentwicklungs GmbH;HRB 86848;HRB;Berlin (Charlottenburg);2002
Konzepta Baustoffhandel-Beteiligungs-GmbH;HRB 86851;HRB;Berlin (Charlottenburg);2002
Jauch - Sielaff GmbH;HRB 86883;HRB;Berlin (Charlottenburg);2002
CONNEX Brands & Sales Werbeagentur GmbH;HRB 86890;HRB;Berlin (Charlottenburg);2002
TRIMARAN GmbH;HRB 86914;HRB;Berlin (Charlottenburg);2002
Blitz 2002 B 702. GmbH;HRB 86915;HRB;Berlin (Charlottenburg);2002
OTSS Nero GmbH;HRB 87032;HRB;Berlin (Charlottenburg);2002
IFTA Institut für therapeutische Apherese Berlin/Brandenburg GmbH;HRB 87097;HRB;Berlin (Charlottenburg);2002
Renault Niederlassung Pankow GmbH;HRB 87129;HRB;Berlin (Charlottenburg);2002
Croc's American Entertainment GmbH;HRB 87138;HRB;Berlin (Charlottenburg);2002
ITV - Ingenieur Team Versorgungstechnik GmbH;HRB 87154;HRB;Berlin (Charlottenburg);2002
aptus 2. GmbH;HRB 87164;HRB;Berlin (Charlottenburg);2002
Laggner Fischerhütte GmbH;HRB 87261;HRB;Berlin (Charlottenburg);2002
A & R Heizung-Sanitär GmbH;HRB 87280;HRB;Berlin (Charlottenburg);2002
BFK Consulting GmbH;HRB 87306;HRB;Berlin (Charlottenburg);2002
Aatma Lasermaterialbearbeitung und Beteiligungs GmbH;HRB 87317;HRB;Berlin (Charlottenburg);2002
Weiß Grundstücksgemeinschaft KG;HRA 1076;HRA;Biberach an der Riß;2002
Norbert Abt GmbH & Co KG kerntechnischer Service;HRA 1089;HRA;Biberach an der Riss;2002
Christian Betz Schweinemast GmbH & Co. KG;HRA 1093;HRA;Biberach an der Riss;2002
Baier Verwaltungs GmbH & Co.KG;HRA 334;HRA;Biberach an der Riß;2002
Langenbacher & Seitter GmbH;HRB 1602;HRB;Biberach an der Riß;2002
Liebherr-Hausgeräte GmbH;HRB 1632;HRB;Biberach an der Riß;2002
Weiß Verwaltungs GmbH;HRB 1656;HRB;Biberach an der Riß;2002
Christian Betz Schweinemast Verwaltungs-GmbH;HRB 1673;HRB;Biberach an der Riss;2002
Baier Beteiligungs GmbH;HRB 416-;HRB;Biberach an der Riß;2002
Tischlerei Uwe Romanowski GmbH & Co. KG;HRA 14 402;HRA;Bielefeld;2002
persona service AG & Co. KG Call Center Bielefeld;HRA 14 422;HRA;Bielefeld;2002
Romanowski Verwaltungsgesellschaft mbH;HRB 37 386;HRB;Bielefeld;2002
Paris Allgemeine Verwaltungsgesellschaft mbH;HRB 37 416;HRB;Bielefeld;2002
Comateq GmbH;HRB 37 526;HRB;Bielefeld;2002
LS - Montage und Gerüstbau GmbH;HRB 3254;HRB;Bingen am Rhein;2002
A & L Handelsagentur GmbH;HRB 2393;HRB;Bitburg;2002
Albert Rübsam Fleisch-Wurst-Wild-Geflügel Direktvertrieb und Großhandel GmbH;HRB 717;HRB;Blomberg;2002
Nuco Grundstücks-und BeteiligungsGmbH & Co. KG;HRA 2476;HRA;Böblingen;2002
Bürotechnik Bedi Horoz + Klaus Weber GmbH;HRB 5356;HRB;Böblingen;2002
Kiermair Grundstücks- und VerwaltungsGmbH;HRB 5357;HRB;Böblingen;2002
Roman Klis Holding GmbH;HRB 5446;HRB;Böblingen;2002
PEX Immobilien Beteiligungs GmbH;HRB 5474;HRB;Böblingen;2002
Z+S Immobilien-Verwaltungs-GmbH;HRB 5517;HRB;Böblingen;2002
